sales_id,product_id,sale_date,retailer_id,quantity_sold,selling_price
295,168,2023-04-17,72,106,48.23
296,169,2023-04-17,24,140,27.61
297,1,2023-04-24,63,248,44.46
298,2,2023-04-24,191,75,18.6
299,5,2023-04-24,92,46,37.04
300,7,2023-04-24,123,111,44.96
301,9,2023-04-24,31,57,20.36
302,10,2023-04-24,146,139,15.04
303,11,2023-04-24,62,180,28.4
304,12,2023-04-24,205,43,35.49
305,14,2023-04-24,107,154,32.87
306,20,2023-04-24,6,71,19.35
307,21,2023-04-24,46,53,12.49
308,23,2023-04-24,123,261,39.65
309,24,2023-04-24,199,117,32.81
310,25,2023-04-24,141,144,44.19
311,26,2023-04-24,78,205,25.76
312,27,2023-04-24,158,122,11.97
313,28,2023-04-24,158,63,43.36
314,31,2023-04-24,78,169,46.53
315,32,2023-04-24,185,60,36.1
316,33,2023-04-24,59,62,26.07
317,34,2023-04-24,160,92,46.31
318,38,2023-04-24,71,44,29.54
319,42,2023-04-24,102,82,39.49
320,44,2023-04-24,191,217,50.95
321,45,2023-04-24,94,108,16.89
322,47,2023-04-24,76,58,9.93
323,50,2023-04-24,61,47,22.69
324,51,2023-04-24,137,53,42.99
325,53,2023-04-24,213,59,39.98
326,54,2023-04-24,217,99,24.99
327,57,2023-04-24,191,176,34.93
328,59,2023-04-24,98,75,51.78
329,61,2023-04-24,85,219,45.57
330,63,2023-04-24,218,145,56.88
331,64,2023-04-24,183,113,17.8
332,65,2023-04-24,193,58,51.27
333,67,2023-04-24,185,133,20.2
334,68,2023-04-24,95,93,23.62
335,72,2023-04-24,47,183,52.97
336,73,2023-04-24,130,58,37.54
337,75,2023-04-24,204,90,37.34
338,79,2023-04-24,208,44,29.93
339,81,2023-04-24,9,92,34.03
340,82,2023-04-24,67,87,42.07
341,84,2023-04-24,39,125,38.57
342,86,2023-04-24,132,90,163.48
343,87,2023-04-24,70,126,108.43
344,89,2023-04-24,98,20,163.95
345,90,2023-04-24,35,135,122.64
346,92,2023-04-24,47,126,143.36
347,95,2023-04-24,70,92,113.05
348,96,2023-04-24,56,106,138.94
349,97,2023-04-24,17,88,103.0
350,98,2023-04-24,22,129,154.57
351,99,2023-04-24,93,88,186.03
352,102,2023-04-24,104,223,179.18
353,104,2023-04-24,4,55,121.39
354,106,2023-04-24,189,70,173.41
355,108,2023-04-24,136,72,130.25
356,109,2023-04-24,126,97,190.88
357,111,2023-04-24,192,69,98.83
358,112,2023-04-24,206,51,92.07
359,113,2023-04-24,189,83,77.79
360,114,2023-04-24,51,47,44.42
361,115,2023-04-24,91,150,98.08
362,116,2023-04-24,215,117,117.75
363,117,2023-04-24,173,138,148.83
364,118,2023-04-24,124,100,67.12
365,119,2023-04-24,67,47,59.45
366,120,2023-04-24,63,167,144.24
367,121,2023-04-24,23,34,27.0
368,122,2023-04-24,213,143,29.26
369,126,2023-04-24,197,137,131.54
370,128,2023-04-24,135,85,35.65
371,129,2023-04-24,204,94,121.16
372,130,2023-04-24,164,72,49.19
373,131,2023-04-24,24,58,33.63
374,133,2023-04-24,155,157,69.72
375,135,2023-04-24,145,54,34.25
376,137,2023-04-24,12,76,166.59
377,139,2023-04-24,93,76,67.05
378,141,2023-04-24,213,59,111.98
379,143,2023-04-24,175,58,141.78
380,144,2023-04-24,145,91,150.15
381,145,2023-04-24,39,73,32.1
382,146,2023-04-24,138,163,89.11
383,147,2023-04-24,64,142,66.6
384,150,2023-04-24,156,300,60.08
385,153,2023-04-24,132,34,70.81
386,156,2023-04-24,103,116,97.09
387,157,2023-04-24,134,187,47.38
388,158,2023-04-24,53,405,22.78
389,160,2023-04-24,205,81,102.88
390,161,2023-04-24,36,90,61.81
391,164,2023-04-24,214,48,34.0
392,165,2023-04-24,110,167,112.8
393,166,2023-04-24,141,140,76.55
394,168,2023-04-24,96,134,48.95
395,169,2023-04-24,163,112,28.57
396,1,2023-05-01,100,345,45.22
397,2,2023-05-01,167,87,18.06
398,5,2023-05-01,100,192,38.09
399,7,2023-05-01,85,102,45.26
400,8,2023-05-01,76,58,13.57
401,10,2023-05-01,211,84,15.25
402,11,2023-05-01,33,219,28.77
403,12,2023-05-01,142,42,34.74
404,15,2023-05-01,44,131,43.59
405,16,2023-05-01,138,172,38.0
406,17,2023-05-01,140,86,8.99
407,20,2023-05-01,101,54,19.57
408,21,2023-05-01,16,93,12.75
409,22,2023-05-01,52,233,16.23
410,24,2023-05-01,93,92,31.93
411,25,2023-05-01,165,162,43.26
412,27,2023-05-01,71,104,11.44
413,28,2023-05-01,100,165,44.32
414,29,2023-05-01,139,15,35.21
415,31,2023-05-01,27,112,45.51
416,32,2023-05-01,15,176,35.58
417,33,2023-05-01,160,64,25.6
418,34,2023-05-01,214,42,45.57
419,35,2023-05-01,187,69,29.46
420,39,2023-05-01,77,113,32.88
421,42,2023-05-01,18,104,38.74
422,44,2023-05-01,210,143,50.95
423,46,2023-05-01,79,15,38.86
424,50,2023-05-01,48,44,23.23
425,53,2023-05-01,197,93,40.11
426,54,2023-05-01,4,69,24.99
427,57,2023-05-01,125,96,34.9
428,59,2023-05-01,175,45,50.8
429,60,2023-05-01,74,50,18.98
430,63,2023-05-01,211,92,55.42
431,64,2023-05-01,185,57,18.22
432,65,2023-05-01,219,67,49.85
433,67,2023-05-01,30,257,19.74
434,70,2023-05-01,25,55,50.43
435,71,2023-05-01,48,42,39.68
436,72,2023-05-01,214,112,52.45
437,73,2023-05-01,171,69,36.0
438,74,2023-05-01,196,55,38.15
439,75,2023-05-01,52,273,37.51
440,76,2023-05-01,190,86,18.46
441,77,2023-05-01,198,30,34.37
442,82,2023-05-01,9,97,42.83
443,83,2023-05-01,104,19,40.73
444,84,2023-05-01,201,148,37.82
445,85,2023-05-01,192,23,23.77
446,86,2023-05-01,171,77,161.55
447,88,2023-05-01,131,156,161.92
448,92,2023-05-01,116,67,143.92
449,93,2023-05-01,149,72,172.82
450,94,2023-05-01,147,50,102.84
451,96,2023-05-01,170,139,145.58
452,97,2023-05-01,204,83,103.04
453,98,2023-05-01,32,142,159.6
454,99,2023-05-01,180,52,189.51
455,100,2023-05-01,9,25,138.79
456,101,2023-05-01,216,95,113.99
457,102,2023-05-01,99,135,179.0
458,103,2023-05-01,116,60,121.28
459,107,2023-05-01,34,167,154.31
460,108,2023-05-01,93,46,135.79
461,109,2023-05-01,215,210,192.65
462,114,2023-05-01,180,72,43.53
463,116,2023-05-01,181,162,121.78
464,119,2023-05-01,20,160,59.63
465,120,2023-05-01,18,89,146.37
466,121,2023-05-01,131,82,26.66
467,122,2023-05-01,138,270,29.91
468,126,2023-05-01,173,244,136.82
469,127,2023-05-01,61,45,127.66
470,128,2023-05-01,146,53,35.73
471,130,2023-05-01,183,100,50.14
472,132,2023-05-01,59,72,140.31
473,133,2023-05-01,159,315,72.88
474,135,2023-05-01,47,52,35.26
475,136,2023-05-01,89,25,128.0
476,137,2023-05-01,178,46,161.24
477,141,2023-05-01,191,100,112.29
478,143,2023-05-01,197,49,136.79
479,144,2023-05-01,206,147,148.22
480,145,2023-05-01,167,225,32.44
481,147,2023-05-01,163,49,64.6
482,148,2023-05-01,182,162,38.89
483,149,2023-05-01,205,50,71.92
484,151,2023-05-01,145,46,86.59
485,155,2023-05-01,181,154,110.53
486,156,2023-05-01,123,369,98.8
487,157,2023-05-01,135,101,47.62
488,158,2023-05-01,16,162,23.76
489,159,2023-05-01,40,210,108.3
490,161,2023-05-01,139,136,60.21
491,163,2023-05-01,112,83,63.95
492,164,2023-05-01,112,74,33.71
493,165,2023-05-01,142,100,110.92
494,166,2023-05-01,178,59,76.8
495,168,2023-05-01,103,105,47.74
496,1,2023-05-08,8,253,44.72
497,2,2023-05-08,42,95,18.32
498,7,2023-05-08,127,12,46.11
499,9,2023-05-08,149,140,20.97
500,10,2023-05-08,37,145,15.11
501,11,2023-05-08,118,171,28.85
502,15,2023-05-08,143,121,43.37
503,16,2023-05-08,5,80,38.44
504,19,2023-05-08,192,81,47.0
505,20,2023-05-08,169,165,18.83
506,26,2023-05-08,157,108,24.75
507,27,2023-05-08,179,318,11.66
508,28,2023-05-08,89,76,44.5
509,30,2023-05-08,113,77,36.09
510,31,2023-05-08,12,146,47.11
511,32,2023-05-08,198,133,35.57
512,34,2023-05-08,181,180,45.04
513,35,2023-05-08,24,69,30.64
514,37,2023-05-08,43,30,30.61
515,38,2023-05-08,23,156,30.2
516,39,2023-05-08,33,219,32.38
517,42,2023-05-08,27,140,39.46
518,44,2023-05-08,40,244,49.95
519,46,2023-05-08,192,54,37.44
520,47,2023-05-08,16,120,9.71
521,49,2023-05-08,3,171,51.37
522,53,2023-05-08,37,52,39.61
523,54,2023-05-08,110,174,25.02
524,56,2023-05-08,188,12,9.91
525,57,2023-05-08,50,225,34.57
526,58,2023-05-08,153,93,16.52
527,59,2023-05-08,16,77,51.71
528,61,2023-05-08,199,79,46.56
529,63,2023-05-08,196,118,56.68
530,64,2023-05-08,99,71,18.11
531,65,2023-05-08,141,95,51.09
532,66,2023-05-08,100,105,45.44
533,67,2023-05-08,157,94,19.48
534,68,2023-05-08,115,52,24.15
535,69,2023-05-08,83,45,10.76
536,72,2023-05-08,163,106,54.29
537,74,2023-05-08,65,55,38.23
538,78,2023-05-08,109,44,52.6
539,79,2023-05-08,211,95,29.37
540,81,2023-05-08,220,90,33.19
541,82,2023-05-08,208,102,42.88
542,84,2023-05-08,195,151,39.28
543,87,2023-05-08,131,270,110.98
544,88,2023-05-08,145,77,165.34
545,90,2023-05-08,102,57,121.65
546,91,2023-05-08,220,174,90.95
547,94,2023-05-08,130,61,104.51
548,95,2023-05-08,47,169,114.89
549,96,2023-05-08,129,149,140.48
550,98,2023-05-08,219,88,162.3
551,99,2023-05-08,95,95,184.92
552,102,2023-05-08,121,312,176.38
553,103,2023-05-08,61,45,117.56
554,105,2023-05-08,176,31,103.47
555,106,2023-05-08,17,59,175.67
556,107,2023-05-08,172,219,155.56
557,108,2023-05-08,206,65,130.14
558,109,2023-05-08,79,137,186.32
559,111,2023-05-08,168,41,99.14
560,113,2023-05-08,178,63,77.25
561,114,2023-05-08,37,48,43.6
562,115,2023-05-08,187,53,101.34
563,116,2023-05-08,159,150,117.27
564,117,2023-05-08,70,69,149.54
565,119,2023-05-08,201,98,61.22
566,120,2023-05-08,100,174,146.68
567,122,2023-05-08,187,102,29.21
568,125,2023-05-08,131,36,105.1
569,127,2023-05-08,26,264,129.24
570,128,2023-05-08,111,89,34.7
571,129,2023-05-08,199,149,120.56
572,130,2023-05-08,111,94,47.89
573,131,2023-05-08,201,60,33.52
574,133,2023-05-08,62,344,71.8
575,134,2023-05-08,39,47,96.26
576,135,2023-05-08,97,27,35.26
577,136,2023-05-08,34,79,125.12
578,142,2023-05-08,62,25,149.31
579,143,2023-05-08,87,72,140.45
580,144,2023-05-08,96,130,148.81
581,145,2023-05-08,170,40,31.36
582,147,2023-05-08,181,113,64.6
583,149,2023-05-08,167,138,73.17
584,151,2023-05-08,137,54,87.48
585,152,2023-05-08,195,25,30.12
586,154,2023-05-08,40,90,39.85
587,155,2023-05-08,213,79,109.99
588,156,2023-05-08,192,106,98.82
589,157,2023-05-08,15,207,47.52
590,158,2023-05-08,143,116,23.01
591,161,2023-05-08,139,108,59.51
592,163,2023-05-08,53,312,64.07
593,165,2023-05-08,203,55,111.7
594,166,2023-05-08,132,99,74.38
595,167,2023-05-08,202,144,60.11
596,168,2023-05-08,185,130,47.77
597,169,2023-05-08,8,178,28.67
598,1,2023-05-15,110,266,44.99
599,3,2023-05-15,73,79,14.64
600,5,2023-05-15,105,189,38.22
601,10,2023-05-15,160,124,15.43
602,11,2023-05-15,17,134,28.91
603,13,2023-05-15,50,181,41.5
604,14,2023-05-15,46,93,33.42
605,15,2023-05-15,26,390,44.55
606,16,2023-05-15,130,134,38.09
607,17,2023-05-15,178,96,8.96
608,18,2023-05-15,147,15,25.0
609,20,2023-05-15,211,59,18.65
610,21,2023-05-15,126,84,12.97
611,22,2023-05-15,210,77,16.96
612,23,2023-05-15,84,92,39.72
613,26,2023-05-15,59,101,25.07
614,27,2023-05-15,33,198,11.42
615,29,2023-05-15,4,12,34.12
616,30,2023-05-15,145,88,35.47
617,32,2023-05-15,28,100,37.45
618,33,2023-05-15,175,91,26.42
619,34,2023-05-15,124,48,46.67
620,35,2023-05-15,200,99,30.06
621,37,2023-05-15,24,30,30.75
622,38,2023-05-15,173,149,29.92
623,39,2023-05-15,151,372,34.06
624,42,2023-05-15,45,144,38.39
625,45,2023-05-15,45,44,16.55
626,46,2023-05-15,105,33,38.89
627,48,2023-05-15,211,82,14.03
628,49,2023-05-15,36,95,51.89
629,51,2023-05-15,188,81,42.61
630,57,2023-05-15,185,148,34.89
631,60,2023-05-15,138,117,19.01
632,61,2023-05-15,50,167,46.56
633,63,2023-05-15,59,84,54.91
634,64,2023-05-15,215,136,17.73
635,66,2023-05-15,82,99,47.15
636,70,2023-05-15,150,61,50.98
637,72,2023-05-15,48,104,52.78
638,75,2023-05-15,131,136,38.89
639,76,2023-05-15,161,102,18.65
640,79,2023-05-15,155,93,30.57
641,80,2023-05-15,145,13,24.41
642,82,2023-05-15,81,95,42.74
643,84,2023-05-15,165,163,38.08
644,85,2023-05-15,59,42,24.02
645,86,2023-05-15,151,123,163.5
646,87,2023-05-15,121,309,110.11
647,88,2023-05-15,156,180,163.22
648,93,2023-05-15,40,104,170.37
649,94,2023-05-15,136,51,101.12
650,96,2023-05-15,59,112,142.16
651,97,2023-05-15,209,222,98.74
652,99,2023-05-15,211,58,187.08
653,101,2023-05-15,104,97,114.02
654,105,2023-05-15,60,46,101.51
655,107,2023-05-15,116,98,155.69
656,109,2023-05-15,74,145,188.46
657,110,2023-05-15,23,61,84.73
658,111,2023-05-15,45,83,99.56
659,112,2023-05-15,118,57,92.12
660,114,2023-05-15,134,84,44.06
661,115,2023-05-15,122,82,99.93
662,116,2023-05-15,170,97,117.13
663,119,2023-05-15,219,77,61.66
664,120,2023-05-15,16,88,148.36
665,122,2023-05-15,152,133,29.74
666,126,2023-05-15,46,119,135.81
667,128,2023-05-15,212,43,35.82
668,129,2023-05-15,41,402,121.19
669,131,2023-05-15,4,65,34.69
670,132,2023-05-15,209,261,144.05
671,133,2023-05-15,193,204,72.05
672,138,2023-05-15,58,53,88.2
673,139,2023-05-15,172,100,66.62
674,141,2023-05-15,205,178,108.58
675,143,2023-05-15,173,72,138.46
676,144,2023-05-15,74,142,151.26
677,145,2023-05-15,82,72,31.8
678,146,2023-05-15,116,63,88.68
679,147,2023-05-15,188,93,63.57
680,148,2023-05-15,21,85,39.07
681,151,2023-05-15,212,27,86.68
682,156,2023-05-15,104,223,95.27
683,158,2023-05-15,44,135,23.52
684,161,2023-05-15,206,111,61.19
685,164,2023-05-15,175,80,32.42
686,165,2023-05-15,92,99,110.38
687,166,2023-05-15,94,118,74.12
688,167,2023-05-15,132,77,60.2
689,168,2023-05-15,25,124,46.96
690,169,2023-05-15,49,121,28.17
691,1,2023-05-22,42,165,44.87
692,3,2023-05-22,78,140,14.98
693,4,2023-05-22,40,82,8.16
694,5,2023-05-22,193,96,38.13
695,8,2023-05-22,184,56,13.31
696,10,2023-05-22,58,124,15.6
697,11,2023-05-22,7,399,27.79
698,12,2023-05-22,22,54,35.37
699,15,2023-05-22,170,101,44.28
700,16,2023-05-22,5,103,38.86
701,17,2023-05-22,114,124,8.75
702,18,2023-05-22,99,55,24.0
703,21,2023-05-22,53,270,12.84
704,23,2023-05-22,114,108,39.54
705,24,2023-05-22,179,237,33.0
706,27,2023-05-22,110,167,11.96
707,28,2023-05-22,142,75,43.58
708,31,2023-05-22,86,141,46.68
709,32,2023-05-22,122,136,35.61
710,34,2023-05-22,108,52,45.48
711,35,2023-05-22,6,65,30.2
712,36,2023-05-22,24,50,9.96
713,39,2023-05-22,69,123,33.17
714,41,2023-05-22,116,40,53.71
715,42,2023-05-22,218,85,39.6
716,44,2023-05-22,126,134,50.33
717,47,2023-05-22,100,162,9.6
718,49,2023-05-22,186,97,51.58
719,50,2023-05-22,132,149,22.92
720,51,2023-05-22,209,288,41.64
721,54,2023-05-22,193,81,25.51
722,57,2023-05-22,168,91,34.95
723,61,2023-05-22,212,66,46.39
724,62,2023-05-22,82,61,45.34
725,63,2023-05-22,161,144,55.75
726,64,2023-05-22,100,294,18.26
727,65,2023-05-22,184,92,49.59
728,67,2023-05-22,185,98,19.82
729,68,2023-05-22,75,82,23.28
730,69,2023-05-22,180,15,10.37
731,70,2023-05-22,129,87,50.21
732,72,2023-05-22,17,116,54.12
733,73,2023-05-22,198,90,36.99
